filename,chroma_stft,rmse,spectrat_centroid,spectral_bandwith,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0_george_0.wav,0.19866710901260376,0.08371877670288086,1389.4320009564196,1122.693198531973,2620.4251802884614,0.060171274038461536,-312.48382568359375,157.41384887695312,-83.38944244384766,47.32833480834961,47.099693298339844,-55.10537338256836,-13.754276275634766,-17.003673553466797,-52.974422454833984,-11.805693626403809,-24.01899528503418,-43.01698303222656,2.1104109287261963,-6.0137739181518555,-28.540849685668945,-3.1170694828033447,-5.603107929229736,-13.659478187561035,-2.320225477218628,-12.169437408447266
0_george_1.wav,0.27388864755630493,0.04297175258398056,1034.395917234869,974.723141892416,2113.9808067908652,0.046743539663461536,-379.06634521484375,165.66690063476562,-57.86747360229492,22.86020278930664,25.974346160888672,-46.11527633666992,-14.100521087646484,-26.140169143676758,-52.51586151123047,-9.25053596496582,-19.969301223754883,-40.41258239746094,-2.325322151184082,-6.705203056335449,-25.86665153503418,-7.1429572105407715,-10.470287322998047,-16.260074615478516,-5.955035209655762,-14.368776321411133
0_george_10.wav,0.34253162145614624,0.03214738890528679,1269.0750825363216,1003.3824736714323,2388.2279829545455,0.07695608428030302,-424.7724609375,127.85209655761719,-53.79557800292969,17.831008911132812,26.846817016601562,-34.20012283325195,-14.209096908569336,-18.696369171142578,-32.358150482177734,-5.272919654846191,-23.223995208740234,-34.54740524291992,-1.5891330242156982,-11.633971214294434,-23.948619842529297,-0.723395586013794,-4.458993911743164,-10.715400695800781,-1.52520751953125,-11.82973575592041
0_george_11.wav,0.2552083730697632,0.04128626734018326,1218.0942831323118,1049.3596892613946,2413.8720703125,0.062060546875,-389.5848083496094,166.07351684570312,-79.40800476074219,25.375333786010742,32.47953414916992,-50.722206115722656,-10.692026138305664,-17.150022506713867,-45.109352111816406,-4.9708662033081055,-23.147619247436523,-41.55925369262695,-0.6684754490852356,-12.243626594543457,-26.992029190063477,1.2551770210266113,-5.87205171585083,-13.653752326965332,-2.4066989421844482,-15.252202033996582
0_george_12.wav,0.22280359268188477,0.0413363054394722,1146.6835486711532,994.6396148193215,2244.83642578125,0.061479048295454544,-389.2746887207031,169.63233947753906,-77.21012115478516,22.742557525634766,36.415374755859375,-46.29234313964844,-13.345025062561035,-17.79360580444336,-43.902252197265625,-5.2159600257873535,-21.835735321044922,-41.76870346069336,-1.4587479829788208,-10.668155670166016,-28.250913619995117,-1.9966222047805786,-7.960969924926758,-16.23961639404297,-3.51759934425354,-17.073278427124023
0_george_13.wav,0.26239919662475586,0.05413514003157616,1151.97971526865,969.8980770720622,2177.9937744140625,0.05584716796875,-384.0413818359375,162.00758361816406,-79.80481719970703,21.959341049194336,37.72450637817383,-47.23746871948242,-18.028318405151367,-20.11530876159668,-45.66929244995117,-8.490656852722168,-19.952695846557617,-38.62687301635742,-3.7163162231445312,-10.163127899169922,-24.2773380279541,-2.9949073791503906,-9.007129669189453,-13.243029594421387,-0.6094719767570496,-11.603272438049316
0_george_14.wav,0.23245392739772797,0.05504431203007698,1144.990683084229,951.8519605941461,2056.4208984375,0.056640625,-381.7432556152344,155.19097900390625,-69.71483612060547,25.305328369140625,33.30421447753906,-50.75807571411133,-16.931625366210938,-14.225067138671875,-42.96142578125,-10.042378425598145,-19.111162185668945,-38.457454681396484,-5.998703479766846,-11.42890453338623,-26.532949447631836,-3.8888673782348633,-5.546846866607666,-12.480269432067871,-3.1165037155151367,-10.608345985412598
0_george_15.wav,0.27111488580703735,0.05471932888031006,1121.4217727750045,985.6396957070085,2112.126358695652,0.059294327445652176,-360.58966064453125,146.67686462402344,-63.060428619384766,20.973888397216797,32.104984283447266,-40.693023681640625,-14.914098739624023,-16.863513946533203,-41.428863525390625,-10.086712837219238,-19.720643997192383,-37.9373779296875,-5.857483386993408,-8.78136920928955,-24.1151065826416,-4.862210273742676,-5.592981815338135,-10.806039810180664,-1.0228567123413086,-9.228599548339844
0_george_16.wav,0.23748913407325745,0.04277575761079788,1016.8843886079807,954.9887549766793,2054.498291015625,0.048095703125,-411.91400146484375,158.79444885253906,-59.79897689819336,21.908849716186523,29.26279067993164,-43.80427932739258,-13.607207298278809,-17.992883682250977,-42.76735305786133,-7.848235607147217,-20.80086326599121,-40.64772415161133,-6.1309685707092285,-10.492493629455566,-24.9077091217041,-3.5956642627716064,-7.744487285614014,-14.027762413024902,-3.865821361541748,-14.677163124084473
0_george_17.wav,0.2696472704410553,0.04244386404752731,934.7003915983115,920.1601039838405,1853.0977689302886,0.041334885817307696,-406.4651794433594,154.39198303222656,-52.13059616088867,16.392194747924805,28.42026710510254,-35.90730285644531,-17.396499633789062,-23.61753273010254,-39.82769012451172,-9.018871307373047,-23.848896026611328,-37.30964660644531,-3.788506031036377,-12.342818260192871,-27.125810623168945,-5.745461463928223,-9.10279655456543,-14.286693572998047,-2.412050247192383,-11.153559684753418
